budget,homepage,id,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,genre1,genre2,genre3,genre4,genre5,genre6,genre7
0,,10183,en,4.805651,8/1/2008,0,97,Released,Frozen River,6.7,99,18,,,,,,
16000000,http://www.amightyheartmovie.com/,1988,en,9.717392,1/1/2007,18928871,100,Released,A Mighty Heart,6.7,95,18,53,,,,,
30000000,,8198,en,5.133744,11/22/2002,27674124,101,Released,The Quiet American,6.4,81,18,28,53,10749,,,
0,,18840,en,4.488547,10/30/2005,0,135,Released,The White Countess,6.9,21,18,36,10751,10749,,,
15000000,,6687,en,11.428903,1/18/2008,5926410,111,Released,Transsiberian,6.5,195,53,80,9648,,,,
25000000,,2140,en,16.936576,7/6/2001,64437847,98,Released,Kiss of the Dragon,6.4,298,28,80,53,,,,
21000000,,4108,en,34.433521,10/2/2002,43928932,92,Released,The Transporter,6.6,1692,28,80,53,,,,
60000000,,9664,en,13.155999,9/22/2006,17800000,140,Released,Flyboys,6.3,271,28,12,18,36,10749,10752,
40000000,,9361,en,37.776566,9/25/1992,75505856,112,Released,The Last of the Mohicans,7.1,732,28,12,18,36,10749,10752,
50000000,,10329,en,10.755847,6/9/1995,152022101,109,Released,Congo,5,213,28,12,18,9648,878,53,
75000000,http://www.munkyourself.com/,23398,en,29.412262,12/21/2009,443140005,88,Released,Alvin and the Chipmunks: The Squeakquel,5.4,666,35,10751,16,14,10402,,
9000000,,10705,en,4.641006,10/5/1989,0,137,Released,Henry V,7.4,71,10752,18,36,28,10749,,
0,,13768,en,4.115398,10/11/2002,0,90,Released,Tuck Everlasting,6.4,128,14,18,878,10749,10751,,
7000000,,10117,en,6.872784,2/12/1988,20256975,96,Released,Action Jackson,4.9,50,28,12,35,80,18,,
15000000,http://www.midnightmeattrainthemovie.com,10185,en,19.913961,8/7/2008,3533227,98,Released,The Midnight Meat Train,6,290,9648,18,80,53,27,,
10000000,,10388,en,8.902102,5/15/1999,3193102,89,Released,The Limey,6.6,105,28,80,18,9648,53,,
9000000,,10472,en,3.269459,1/21/2000,0,91,Released,Down to You,4.9,70,35,18,10751,10749,,,
55000000,,6520,en,19.143321,7/7/1995,127600435,134,Released,First Knight,5.9,311,28,12,18,10749,,,
0,,18885,en,2.645722,5/6/1994,0,93,Released,3 Ninjas Kick Back,4.5,48,12,28,35,10751,,,
0,http://www.manonwire.com/,14048,en,14.331992,7/25/2008,2957978,94,Released,Man on Wire,7.5,275,53,99,80,36,,,
0,,98549,en,1.002585,3/3/2011,0,108,Released,The Legend of Hell's Gate: An American Conspiracy,3.9,8,28,12,36,37,,,
135000000,http://www.foxmovies.com/movies/the-revenant,281957,en,100.635882,12/25/2015,532950503,156,Released,The Revenant,7.3,6396,37,18,12,53,,,
8500000,,1619,en,8.775844,9/8/2000,19125401,119,Released,The Way of the Gun,6.4,100,28,80,18,53,,,
1500000,,507,en,5.817519,10/1/1993,418961,96,Released,Killing Zoe,6.1,111,28,80,18,53,,,
18000000,,772,en,81.487685,11/19/1992,358991681,120,Released,Home Alone 2: Lost in New York,6.3,2395,35,10751,12,80,,,
0,,11232,en,11.940711,12/25/2001,0,118,Released,Kate & Leopold,6,418,35,14,10749,878,,,
150000000,,605,en,73.313918,11/5/2003,424988211,129,Released,The Matrix Revolutions,6.4,3096,12,28,53,878,,,
20000000,,68727,en,38.802415,3/27/2013,24261569,101,Released,Trance,6.5,956,53,80,18,9648,,,
90000000,http://sherlock-holmes-movie.warnerbros.com/,10528,en,57.834787,12/23/2009,524028679,128,Released,Sherlock Holmes,7,5766,28,12,80,9648,,,
85000000,,9678,en,18.335992,11/10/2000,0,90,Released,Little Nicky,5.2,438,35,14,10749,,,,
15000000,http://www.newline.com/properties/raiseyourvoice.html,14024,en,10.9071,8/10/2004,14867514,103,Released,Raise Your Voice,6,211,10402,18,10749,,,,
55000000,http://www.sonypictures.com/movies/maidinmanhattan/,7303,en,19.738215,12/13/2002,154906693,105,Released,Maid in Manhattan,5.6,485,35,18,10749,,,,
35000000,http://www.devilwearspradamovie.com/,350,en,83.893257,6/30/2006,326551094,109,Released,The Devil Wears Prada,7,3088,35,18,10749,,,,
25000000,,392,en,28.727731,12/14/2000,152500343,121,Released,Chocolat,6.8,951,35,18,10749,,,,
0,,11191,en,6.379933,10/13/1988,0,104,Released,Mystic Pizza,5.9,123,35,18,10749,,,,
150000,,39141,en,8.570328,11/1/2002,2891288,78,Released,Tadpole,5.5,19,35,18,10749,,,,
2686000,,15875,en,1.897263,6/12/1963,6600000,109,Released,Donovan's Reef,6,30,12,35,10749,,,,
18000000,http://youthinrevolt-themovie.com/,22327,en,13.462544,9/11/2009,0,87,Released,Youth in Revolt,5.9,319,18,35,10749,,,,
11000000,,121826,en,7.722021,9/8/2012,59520298,98,Released,Quartet,6.3,139,18,35,10749,,,,
0,,361475,en,0.42583,5/20/2016,0,109,Released,Departure,7.5,12,18,10749,10751,,,,
150000000,http://harrypotter.warnerbros.com/,674,en,101.250416,11/5/2005,895921036,157,Released,Harry Potter and the Goblet of Fire,7.5,5608,12,14,10751,,,,
17500000,http://www.metrofilms.com/hotelrwanda/,205,en,28.60542,9/11/2004,38000000,121,Released,Hotel Rwanda,7.5,793,18,36,10752,,,,
26000000,,7445,en,22.07638,1/27/2009,43318349,104,Released,Brothers,6.8,633,18,53,10752,,,,
44000000,,5491,en,7.89147,5/10/2000,21400000,118,Released,Battlefield Earth,3,255,28,878,10752,,,,
258000000,http://www.sonypictures.com/movies/spider-man3/,559,en,115.699814,5/1/2007,890871626,139,Released,Spider-Man 3,5.9,3576,14,28,12,,,,
0,,60400,en,1.280733,1/19/1940,0,88,Released,The Blue Bird,6.4,8,18,10751,14,,,,
16000000,,4951,en,54.550275,3/30/1999,53478166,97,Released,10 Things I Hate About You,7.3,1701,35,10749,18,,,,
45000000,,17379,en,6.156015,1/13/2006,38399961,112,Released,Last Holiday,6.4,119,12,35,18,,,,
12500000,http://www.casinojack-movie.com/,45324,en,6.546037,9/16/2010,1083683,108,Released,Casino Jack,6,94,80,35,18,,,,
30000000,http://www.sideeffectsmayvary.com/,109421,en,48.237797,2/7/2013,63372757,106,Released,Side Effects,6.4,1323,53,80,18,,,,
3200000,http://focusfeatures.com/beginners,55347,en,11.933449,9/11/2010,5332926,105,Released,Beginners,6.8,347,18,10749,35,,,,
14000000,,13950,en,5.102258,3/8/2002,25482931,95,Released,All About the Benjamins,5.8,48,28,12,35,,,,
13000000,,492,en,27.546914,9/30/1999,22863596,112,Released,Being John Malkovich,7.3,1101,14,18,35,,,,
7000000,,27004,en,8.207425,1/1/2010,46488,108,Released,Ca$h,6,73,80,53,35,,,,
0,,11065,en,4.146752,8/31/2001,16017403,95,Released,O,5.8,75,18,10749,53,,,,
150000000,http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006),36557,en,88.935165,11/14/2006,599045960,144,Released,Casino Royale,7.3,3855,12,28,53,,,,
5500000,http://www.mgm.com/view/movie/2009/Thunderball/,660,en,31.036,12/16/1965,141195658,130,Released,Thunderball,6.5,562,12,28,53,,,,
950000,http://www.mgm.com/#/our-titles/566/Dr.-No,646,en,48.901542,10/4/1962,59600000,110,Released,Dr. No,6.9,940,12,28,53,,,,
68000000,,11371,en,22.572323,7/13/2001,71069884,124,Released,The Score,6.7,423,28,80,53,,,,
1800000,,1051,en,15.978136,10/9/1971,41158757,104,Released,The French Connection,7.4,422,28,80,53,,,,
5000000,,21610,en,7.058868,3/17/1981,19905359,99,Released,Nighthawks,6.4,86,28,80,53,,,,
80000000,http://chooseyoursurrogate.com/,19959,en,36.664991,9/24/2009,122444772,89,Released,Surrogates,5.9,1195,28,878,53,,,,
15000000,,18681,en,4.302941,9/4/1999,0,109,Released,Eye of the Beholder,5.3,42,18,9648,53,,,,
80000000,,9562,en,11.22268,11/26/2003,19480739,116,Released,Timeline,5.4,318,28,12,878,,,,
2500000,,146631,en,8.248149,12/14/2012,0,101,Released,U.F.O.,3.1,47,28,12,878,,,,
70000000,http://marsattacks.warnerbros.com/,75,en,44.090535,12/12/1996,101371017,106,Released,Mars Attacks!,6.1,1509,35,14,878,,,,
0,,56715,en,10.844882,4/6/2001,0,88,Released,Just Visiting,4.8,171,35,14,878,,,,
210000,,35073,en,2.043661,6/13/1953,5000000,80,Released,"The Beast from 20,000 Fathoms",6.7,41,12,27,878,,,,
15500000,,9035,en,17.327279,3/31/2006,0,95,Released,Slither,6.3,317,35,27,878,,,,
7500000,,44718,en,6.557643,1/22/2010,0,103,Released,Get Low,6.5,100,35,18,9648,,,,
14000000,,88036,en,2.698185,8/17/2012,24637469,116,Released,Sparkle,5.8,36,18,10402,,,,,
15000000,http://www.rockermovie.com,10186,en,13.832376,8/20/2008,8762890,102,Released,The Rocker,5.6,156,35,10402,,,,,
0,,96724,en,26.38704,9/6/2012,68929150,130,Released,Anna Karenina,6.5,639,18,10749,,,,,
30000000,,4347,en,33.369305,8/29/2007,129266061,123,Released,Atonement,7.4,1049,18,10749,,,,,
15000000,http://www.foxsearchlight.com/NOAS/,1259,en,12.576381,12/25/2006,49469904,92,Released,Notes on a Scandal,6.9,235,18,10749,,,,,
14000000,http://www.janetjackson.com,8291,en,3.650857,7/23/1993,27515786,109,Released,Poetic Justice,6.9,47,18,10749,,,,,
10000000,,25520,en,3.007816,9/23/2000,5164404,140,Released,The House of Mirth,6.4,25,18,10749,,,,,
7000000,,24985,en,1.498245,1/1/2002,0,96,Released,The Heart of Me,7.7,5,18,10749,,,,,
0,http://www.sonypictures.com/movies/noteasilybroken/site/,14834,en,5.1299,1/9/2009,0,99,Released,Not Easily Broken,6.3,9,18,10749,,,,,
2700000,http://www.warnerbros.com/?site=beforesunset#/page=movies&pid=f-57b53b9e/BEFORE_SUNSET&asset=059437/Before_Sunset_-_Trailer_1A&type=video/,80,en,14.799323,2/10/2004,15992615,80,Released,Before Sunset,7.6,718,18,10749,,,,,
27000,,42497,en,0.027811,1/1/1971,0,64,Released,Pink Narcissus,6,9,18,10749,,,,,
60000000,,628,en,50.163785,11/11/1994,223664608,123,Released,Interview with the Vampire,7.2,1516,27,10749,,,,,
85000000,http://itscomplicatedmovie.com/,22897,en,16.479851,12/23/2009,219103655,121,Released,It's Complicated,6.2,360,35,10749,,,,,
70000000,,3981,en,31.39165,12/15/2000,374111707,127,Released,What Women Want,6.1,992,35,10749,,,,,
30000000,http://alexandemmamovie.warnerbros.com/,17813,en,4.352422,6/16/2003,15368897,96,Released,Alex & Emma,5,68,35,10749,,,,,
3500000,,11363,en,8.406025,8/26/1996,9482579,96,Released,She's the One,5.7,70,35,10749,,,,,
80000000,,9922,en,14.564667,12/25/1997,17626234,177,Released,The Postman,6.1,299,18,12,,,,,
50000000,http://hereafter.warnerbros.com/,44603,en,13.365715,10/15/2010,105197635,129,Released,Hereafter,5.8,510,18,14,,,,,
40000000,http://www.julieandjulia.com/,24803,en,22.853006,8/6/2009,129540499,123,Released,Julie & Julia,6.6,560,10749,18,,,,,
25000000,http://www.ontheroad-themovie.com/?lang=en,83770,en,14.613152,5/22/2012,8784318,137,Released,On the Road,5.5,301,12,18,,,,,
30000000,,120467,en,74.417456,2/26/2014,174600318,99,Released,The Grand Budapest Hotel,8,4519,35,18,,,,,
24000000,,20761,en,5.566203,12/25/1999,8434146,124,Released,Play It to the Bone,5.7,53,35,18,,,,,
0,http://www.houseofdthemovie.com/,24363,en,6.337735,4/15/2005,0,97,Released,House of D,6.1,23,35,18,,,,,
1500000,,10707,en,13.788054,10/5/2005,11098131,81,Released,The Squid and the Whale,6.9,226,35,18,,,,,
50000000,,2251,en,14.382253,5/10/2002,119137784,124,Released,Unfaithful,6.3,276,53,18,,,,,
0,,254024,en,7.336256,9/6/2014,0,100,Released,The Face of an Angel,4.7,64,53,18,,,,,
35000000,,268,en,44.104469,6/23/1989,411348924,126,Released,Batman,7,2096,14,28,,,,,
5500000,,9443,en,10.439971,5/15/1981,58972904,123,Released,Chariots of Fire,6.8,207,18,36,,,,,
22000000,http://weinsteinco.com/films/derailed/,8999,en,17.7091,11/11/2005,57479076,108,Released,Derailed,6.1,319,18,53,,,,,
6000000,http://www.thewordsmovie.com/,83686,en,14.988746,9/7/2012,13231461,96,Released,The Words,6.4,379,18,53,,,,,
0,,10383,en,3.312385,10/13/2000,0,97,Released,Lost Souls,4.5,38,27,53,,,,,
0,,38940,en,1.734764,9/4/1994,0,103,Released,Men of War,5.4,29,28,53,,,,,
52000000,https://www.facebook.com/CatchMeIfYouCanMovie,640,en,73.944049,12/25/2002,352114312,141,Released,Catch Me If You Can,7.7,3795,18,80,,,,,
7800000,http://www.marsdistribution.com/xml/flash.html?cfilm=46022,302,en,11.000654,5/18/2003,22441323,102,Released,Swimming Pool,6.4,153,53,80,,,,,
60000000,http://www.thehappeningmovie.com,8645,en,20.501582,6/11/2008,163403799,91,Released,The Happening,4.9,950,53,878,,,,,
1288000,,223,en,18.426825,4/12/1940,6000000,130,Released,Rebecca,7.7,336,18,9648,,,,,
52000000,http://www.brockovich.com/movie.html,462,en,30.347332,3/17/2000,256271286,131,Released,Erin Brockovich,7.1,716,18,,,,,,
30000000,http://www.miramax.com/anunfinishedlife/,1947,en,6.353971,9/9/2005,18618284,108,Released,An Unfinished Life,6.7,161,18,,,,,,
23000000,,20024,en,6.921263,12/3/1999,10827816,102,Released,The End of the Affair,6.6,55,18,,,,,,
8000000,http://albertnobbs-themovie.com,73873,en,7.802245,12/21/2011,5634828,113,Released,Albert Nobbs,6.2,132,18,,,,,,
23000000,,9532,en,38.799596,3/16/2000,53302314,98,Released,Final Destination,6.4,1378,27,,,,,,
20000000,,10678,en,8.351385,3/7/2003,132675402,105,Released,Bringing Down the House,5.4,183,35,,,,,,
13000000,,16406,en,4.742537,8/4/1999,27500000,94,Released,Dick,5.7,67,35,,,,,,
2000000,http://www.thevirginityhit.com/,42889,en,3.125382,9/10/2010,563706,120,Released,The Virginity Hit,4.6,19,35,,,,,,
15000000,http://in-crowd.warnerbros.com/,36047,en,0.249245,7/19/2000,5217498,105,Released,The In Crowd,4.7,15,53,,,,,,
100000000,http://video.movies.go.com/gangsofnewyork/,3131,en,46.160048,12/14/2002,193772504,167,Released,Gangs of New York,7.1,1910,18,36,80,,,,
6500000,,1116,en,6.787967,5/18/2006,22889018,124,Released,The Wind That Shakes the Barley,7.1,154,18,36,10752,,,,
0,,10162,en,5.735912,9/15/1998,0,91,Released,Waking Ned,7.4,54,35,10749,,,,,
0,,4107,en,7.330691,1/16/2002,773228,107,Released,Bloody Sunday,7.2,53,28,12,18,36,,,
30000000,http://www.milliondollarbaby-derfilm.de/,70,en,70.456012,12/15/2004,216763646,132,Released,Million Dollar Baby,7.7,2439,18,,,,,,
12000000,http://www.centurionmovie.com/,23759,en,22.708647,2/15/2010,6814789,97,Released,Centurion,5.9,386,12,28,18,,,,
15000000,http://www.biglebowskibluray.com/splash.php,115,en,49.230089,3/6/1998,46189568,117,Released,The Big Lebowski,7.8,2926,35,80,,,,,
40000000,,2122,en,14.729386,4/7/2004,26155781,98,Released,The Whole Ten Yards,5.5,278,35,53,80,,,,
1500000,,4012,en,9.856826,1/19/2001,416925,98,Released,The Believer,6.8,151,18,,,,,,
18000000,http://www.boratmovie.com/,496,en,29.487784,11/1/2006,261572744,82,Released,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579,35,,,,,,
9000000,,14811,en,7.623979,11/3/1971,83304330,181,Released,Fiddler on the Roof,7.4,134,18,10749,,,,,
7000000,,12573,en,23.612409,10/2/2009,31430334,105,Released,A Serious Man,6.6,483,35,18,,,,,
16000000,http://www.theunbornmovie.net/,13788,en,15.788784,1/9/2009,76514050,87,Released,The Unborn,4.8,365,27,53,9648,,,,
21000000,,31005,en,8.982335,9/9/2002,10011050,117,Released,Moonlight Mile,6.5,52,10749,18,,,,,
90000000,http://www.youdontmesswiththezohan.com/,10661,en,40.597344,6/5/2008,201596308,113,Released,You Don't Mess with the Zohan,5.5,1048,35,28,,,,,
0,,20156,en,5.446832,9/24/1994,0,103,Released,Exotica,6.5,64,18,9648,,,,,
0,http://www.censoredvoices.com/,319069,en,0.59458,1/24/2015,0,84,Released,Censored Voices,5.1,8,36,99,,,,,
22000000,,235260,en,9.175762,2/28/2014,67800064,138,Released,Son of God,5.9,83,18,,,,,,
65000000,http://www.dictatorthemovie.com/,76493,en,31.349143,5/15/2012,179379533,83,Released,The Dictator,5.9,1743,35,,,,,,
0,,21014,en,3.562563,5/12/2006,0,90,Released,Keeping Up with the Steins,5.2,18,35,,,,,,
0,,127918,en,2.828303,7/9/2012,0,101,Released,The Gatekeepers,6.5,39,99,,,,,,
0,http://www.kites-thefilm.com/,37737,en,4.807549,5/21/2010,0,131,Released,Kites,6,40,18,28,10749,,,,
0,,9027,en,4.093288,8/21/2002,0,91,Released,The Guru,5.1,75,35,10749,,,,,
7000000,,57825,en,12.150871,2/11/2004,0,111,Released,Bride & Prejudice,6.5,110,18,35,10402,10749,,,
12000000,http://www.mynameiskhanthefilm.com/,26022,en,14.719886,2/12/2010,42345360,145,Released,My Name Is Khan,7.7,232,18,10749,,,,,
7000000,http://www.roadsideromeo.com/,20653,en,0.253595,10/24/2008,1100000,93,Released,Roadside Romeo,6.7,3,16,10751,10769,,,,
8000000,,15927,en,9.548391,12/14/1984,27187653,163,Released,A Passage to India,6.9,67,18,12,36,,,,
14000000,,17334,en,3.393648,10/29/2008,0,106,Released,The Other End of the Line,6.1,50,35,10749,,,,,
9000000,,11282,en,18.514292,5/30/2004,23936908,88,Released,Harold & Kumar Go to White Castle,6.6,693,35,12,,,,,
22000000,,783,en,35.227212,11/30/1982,77737889,191,Released,Gandhi,7.4,716,18,36,,,,,
300000,,73981,en,0.055868,9/20/2001,2074000,101,Released,Ayurveda: Art of Being,5.5,3,99,,,,,,
20000000,,5971,en,9.927018,12/15/1989,0,106,Released,We're No Angels,5.6,105,35,80,18,,,,
7500000,,403,en,19.585801,12/13/1989,145793296,99,Released,Driving Miss Daisy,7,350,35,18,,,,,
70000000,,8427,en,13.267631,10/31/2002,33561137,97,Released,I Spy,5.2,269,28,12,35,53,,,
0,http://www.severancefilm.com,5072,en,12.898984,5/19/2006,0,96,Released,Severance,6.4,169,27,35,53,,,,
35000000,,768,en,26.134678,10/19/2001,74558115,122,Released,From Hell,6.6,741,27,9648,53,,,,
0,http://www.thehuntingpartymovie.com/,5353,en,8.048305,9/3/2007,0,101,Released,The Hunting Party,6.6,96,28,12,53,18,,,
35000000,http://www.theyoungvictoriamovie.com/,18320,en,16.343317,3/4/2009,27409889,105,Released,The Young Victoria,7,322,18,36,10749,,,,
40000000,,11370,en,3.296933,9/7/2001,27053815,104,Released,The Musketeer,5.2,56,28,12,18,,,,
7000000,http://www.mgm.com/view/movie/1130/Live-and-Let-Die/,253,en,30.465138,7/5/1973,161777836,121,Released,Live and Let Die,6.4,533,12,28,53,,,,
3400000,,12535,en,5.690619,12/25/1977,31063038,94,Released,High Anxiety,6.5,84,35,10402,,,,,
12000000,,9794,en,9.559737,10/6/2006,38368909,103,Released,Employee of the Month,5.3,153,35,10749,,,,,
0,,24664,en,2.23411,10/6/2000,0,135,Released,Bamboozled,6.3,24,35,18,,,,,
45000000,,38153,en,3.848893,1/31/1997,2154540,103,Released,Shadow Conspiracy,4,11,28,53,,,,,
0,,17622,en,4.481897,9/10/2008,0,117,Released,Fifty Dead Men Walking,6.1,35,28,53,,,,,
9300000,,11827,en,12.928269,8/7/1981,0,90,Released,Heavy Metal,6.2,148,16,878,,,,,
18000000,,848,en,3.258422,6/26/1981,14110013,108,Released,Dragonslayer,6.5,67,14,,,,,,
10000000,http://www.godsandmonsters.net/,3033,en,5.588652,1/21/1998,6451628,105,Released,Gods and Monsters,6.8,81,18,,,,,,
30000000,http://www2.warnerbros.com/mustlovedogs/,11648,en,11.120167,7/21/2005,58405313,98,Released,Must Love Dogs,5.8,140,35,10749,,,,,
45000000,,88751,en,53.090422,7/10/2008,101702060,93,Released,Journey to the Center of the Earth,5.8,1309,28,878,12,35,10751,,
50000000,,421,en,25.237969,12/10/2004,34808403,119,Released,The Life Aquatic with Steve Zissou,7.1,775,12,35,18,,,,
14000000,http://www.mgm.com/view/movie/1891/The-Spy-Who-Loved-Me/,691,en,27.17347,7/7/1977,185438673,125,Released,The Spy Who Loved Me,6.6,507,12,28,53,,,,
18000000,,12090,en,18.47518,1/9/2003,101564935,95,Released,Just Married,5.3,404,35,,,,,,
54000000,http://www.imdb.com/title/tt0099674/,242,en,59.194915,12/24/1990,136766062,162,Released,The Godfather: Part III,7.1,1546,80,18,53,,,,
39000000,,9531,en,22.164202,6/17/1983,75850624,125,Released,Superman III,5.3,490,35,28,12,14,878,,
12000000,,10212,en,9.164386,3/16/1999,0,100,Released,Ravenous,6.9,141,35,27,53,37,,,
30000000,http://www.letterstojuliet-movie.com/,37056,en,16.52083,5/14/2010,0,105,Released,Letters to Juliet,6.6,796,35,18,10749,,,,
35000000,,9645,en,27.724913,10/25/2002,68349884,91,Released,Ghost Ship,5.3,531,27,9648,53,,,,
8000000,http://www.sonypictures.com/movies/boondocksaints2/,22821,en,13.517017,11/24/2009,10629321,118,Released,The Boondock Saints II: All Saints Day,5.9,261,28,53,80,,,,
0,,27551,en,1.631993,3/1/1987,0,87,Released,The Barbarians,5.1,8,14,12,,,,,
75000000,http://www.sonypictures.com/homevideo/thelegendofzorro/index.html,1656,en,31.054334,10/24/2005,142400065,129,Released,The Legend of Zorro,5.9,893,28,12,,,,,
110000000,,1571,en,48.93337,6/20/2007,383531464,128,Released,Live Free or Die Hard,6.4,2089,28,53,,,,,
110000000,,1593,en,48.780039,10/20/2006,574480841,108,Released,Night at the Museum,6.3,2862,28,12,35,10751,14,,
37000000,http://whatdoyoubelieve.warnerbros.com/,48171,en,11.492474,1/28/2011,96047633,114,Released,The Rite,5.8,556,18,53,27,,,,
20000000,,10428,en,17.842246,9/14/1995,7563728,107,Released,Hackers,6.2,398,28,80,53,18,,,
120000000,http://disney.go.com/disneyvideos/animatedfilms/cars/,920,en,82.643036,6/8/2006,461983149,117,Released,Cars,6.6,3877,16,12,35,10751,,,
14000000,,114,en,45.473484,3/23/1990,463000000,119,Released,Pretty Woman,7,1746,10749,35,,,,,
13000000,,240,en,105.792936,12/20/1974,47542841,200,Released,The Godfather: Part II,8.3,3338,18,80,,,,,
150000000,http://www.angelsanddemons.com/,13448,en,67.447636,5/13/2009,356613439,138,Released,Angels & Demons,6.5,2129,53,9648,,,,,
100000000,http://www.end-of-days.com/,9946,en,20.652943,11/24/1999,211989043,121,Released,End of Days,5.5,482,28,14,27,9648,,,
35000000,,10410,en,5.926966,12/25/1992,0,140,Released,Hoffa,6.1,81,80,36,,,,,
2800000,,794,en,25.939385,6/6/1976,60922980,111,Released,The Omen,7.2,476,27,53,,,,,
6000000,http://www.thegodfather.com/,238,en,143.659698,3/14/1972,245066411,175,Released,The Godfather,8.4,5893,18,80,,,,,
0,,19489,en,1.569449,10/8/1999,0,89,Released,Held Up,4.9,11,35,,,,,,
13000000,http://www.sonypictures.com/movies/thenewguy/,10985,en,13.525704,5/10/2002,0,88,Released,The New Guy,5.7,151,35,10751,,,,,
29000000,,10307,en,14.993169,9/10/1999,50041732,103,Released,Stigmata,6,242,27,,,,,,
58000000,,24438,en,14.403696,12/17/2009,85280250,103,Released,Did You Hear About the Morgans?,5.1,276,35,,,,,,
12000000,,10368,en,2.238646,3/25/1999,21001563,117,Released,Tea with Mussolini,5.8,32,35,18,10752,,,,
150000000,http://www.madagascar-themovie.com,10527,en,44.141021,10/30/2008,603900354,89,Released,Madagascar: Escape 2 Africa,6.2,1810,10751,16,,,,,
70000000,http://www.legendary.com/film/blackhat/,201088,en,46.832372,1/13/2015,17752940,133,Released,Blackhat,5.1,826,80,18,9648,,,,
15000000,,13501,en,12.185204,1/25/2007,20380,93,Released,The Good Night,5.7,41,35,18,10749,14,10402,,
15000000,,11495,en,11.379652,5/11/1984,17080167,114,Released,Firestarter,5.9,173,14,18,27,28,53,,
50000000,http://www.twilightthemovie.com/,18239,en,94.815867,3/15/2009,709827462,130,Released,The Twilight Saga: New Moon,5.6,2436,12,14,18,10749,,,
58000000,,2148,en,8.59075,12/14/1984,25928721,127,Released,The Cotton Club,6.6,68,10402,18,80,10749,,,
0,,10279,en,3.70789,7/2/1999,0,142,Released,Summer of Sam,6.3,112,53,18,80,10749,,,
12500000,,319,en,35.268557,9/9/1993,12281551,120,Released,True Romance,7.5,749,28,53,80,10749,,,
4000000,,81390,en,8.30723,4/9/2011,25345000,99,Released,A Lonely Place to Die,6.2,157,12,28,53,80,,,
65000000,,9849,en,6.80692,2/11/1999,36850101,94,Released,My Favorite Martian,5.1,80,35,18,10751,878,,,
75000000,,9928,en,29.558157,3/10/2005,260696994,91,Released,Robots,6,1333,16,35,10751,878,,,
34000000,http://www.mgm.com/view/movie/1292/Moonraker/,698,en,29.887404,6/26/1979,210308099,126,Released,Moonraker,5.9,541,28,12,53,878,,,
10000000,,256924,en,16.318608,3/19/2015,10835752,107,Released,Danny Collins,6.6,183,35,18,10402,,,,
6000000,,301351,en,28.819424,8/26/2015,11122090,96,Released,We Are Your Friends,6.3,658,18,10402,10749,,,,
609000,,3080,en,3.898498,9/6/1935,3202000,101,Released,Top Hat,7.4,59,35,10402,10749,,,,
8000000,,2619,en,21.735068,3/9/1984,69821334,111,Released,Splash,6.1,321,35,14,10749,,,,
0,,1901,en,15.376391,12/29/2004,0,109,Released,In Good Company,5.9,194,35,18,10749,,,,
4000000,,20065,en,0.936232,4/30/2007,0,103,Released,Purple Violets,5.7,9,35,18,10749,,,,
3800000,http://www.thegoodheartfilm.com/,5178,en,2.201678,9/11/2009,0,95,Released,The Good Heart,6,21,18,35,10749,,,,
35000000,,14317,en,5.784661,12/20/2002,0,85,Released,The Wild Thornberrys Movie,5.8,44,16,12,10751,,,,
45000000,,9981,en,8.99269,5/13/2005,56070433,95,Released,Kicking & Screaming,5.6,176,10749,35,10751,,,,
40000000,,841,en,25.876582,12/14/1984,30925690,137,Released,Dune,6.5,562,28,878,12,,,,
0,,18975,en,6.718497,7/26/1996,0,90,Released,The Adventures of Pinocchio,5,54,16,10751,14,,,,
8000000,,16281,en,13.661289,11/12/1982,21028755,120,Released,Creepshow,6.7,226,27,35,14,,,,
24000000,,2621,en,5.771479,4/7/2000,36609995,115,Released,Return to Me,6.1,67,10749,35,18,,,,
18000000,,10364,en,4.504377,6/24/1970,24911670,121,Released,Catch-22,6.7,72,10752,35,18,,,,
40000000,http://www.miramax.com/movie/the-talented-mr-ripley/,1213,en,31.385257,12/25/1999,128798265,139,Released,The Talented Mr. Ripley,7,767,53,80,18,,,,
28000000,http://www.dawnofthedeadmovie.net/,924,en,44.529429,3/19/2004,102356381,101,Released,Dawn of the Dead,6.8,1016,14,27,28,,,,
65000000,,9292,en,16.803457,5/23/1991,17218080,100,Released,Hudson Hawk,5.4,269,28,12,35,,,,
33000000,,37498,en,2.706207,9/4/1998,0,91,Released,Knock Off,4.7,64,28,12,53,,,,
20000000,http://focusfeatures.com/film/the_american/,27579,en,18.632156,8/31/2010,65464324,104,Released,The American,5.8,481,80,18,53,,,,
200000000,https://www.warnerbros.com/terminator-salvation,534,en,71.862892,5/20/2009,371353001,115,Released,Terminator Salvation,5.9,2463,28,878,53,,,,
14000000,,18041,en,5.833687,4/21/2000,5108820,90,Released,Gossip,5.5,68,18,9648,53,,,,
34000000,,10436,en,9.133747,9/17/1993,32255440,139,Released,The Age of Innocence,7,169,18,10749,,,,,
8000000,http://www.downinthevalleyfilm.com/main.htm,7870,en,7.433574,5/13/2005,852872,112,Released,Down in the Valley,5.9,63,18,10749,,,,,
